Unique.Plant.YR.ID,Unique.Plant.ID,Year,Row.ID,Species,ID,Leaf.Sample,Unique.Sample.ID,Leaf.wet.mass.g,Leaf.dry.mass.g,Leaf.thickness.mm,Image.ID,Leaf.area.mm2,Sample.Date,Bud_Num,Flower_Num,FL_2_dia,Total_Inflor_Height_cm,Fruit_Num,Infor_Culm_Num,TOTAL_Reproduction,Phen_Score.y,Seed_mass_g.x,Height.cm.y,Width.long.cm.y,Width.90.cm.y,Num.Stem_repo_Culm.y,Herb_Score.y,Above.wet.biomass.g,Below.wet.biomass.g,Root.depth.cm,Root.lateral.cm,Above.dry.biomass.g,Below.dry.biomass.g,stem.1.dia.1.mm,stem.1.dia.2.mm,stem.1.length.mm,stem.1.wet.mass.g,stem.1.dry.mass.g,stem.2.dia.1.mm,stem.2.dia.2.mm,stem.2.length.mm,stem.2.wet.mass.g,stem.2.dry.mass.g,root.seg.dia.1.mm,root.seg.dia.2.mm,root.seg.length.mm,root.seg.wet.mass.g,root.seg.dry.mass.g,total.SLA.leaves.wet.mass.g,total.SLA.leaves.dry.mass.g,total.above.wet.mass.g,total.above.dry.mass.g,total.below.wet.mass.g,total.below.dry.mass.g,Scientific_Name,Life.form,Plant.Family,Native.Exotic,Life.History,NOTES,lat,lon,elev,block,Neighbor.Density,Shannon.index,Diversity,stem.volume.mm3,stem.dry.density.g.mm3,root.volume.mm3,root.dry.density.g.mm3,LDMC.dry.wet,SLA
DICA_1976_2021,DICA_1976,2021,137,DICA,1976,2,DICA_1976_2,NA,NA,NA,IMG108,2.373,8/30/21,0,0,NA,1000,62,12,744, 5/6,NA,75,69.5,49.5,12,1,42.5,3.8,20.3,21.2,17.9,2.1,1.25,0.93,23.77,0.028,0.0116,NA,NA,NA,NA,NA,0.45,0.45,50.65,0.009,0.0043,0,0,42.528,17.9116,3.809,2.1043,Digitaria.californica,Grass,Poaceae,Native,Perennial,NA,31.818089,-111.512144,1071.851807,8,28,2.588573163,10,22.18053713,0.000522981,8.055534438,0.000533795,NA,NA
SIDA_11D_2021,SIDA_11D,2021,389,SIDA,11D,2,SIDA_11D_2,0.066,0.0207,0.28,IMG176,3.512,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2,0.4,20.3,19.5,0.7,0.138,1.27,1.27,28.57,0.031,0.0161,NA,NA,NA,NA,NA,1.84,1.83,23.1,0.068,0.03,0.097,0.0305,2.328,0.7466,0.468,0.168,Sida.abutifolia,Forb,Malvaceae,Exotic,Either,NA,NA,NA,NA,NA,NA,NA,NA,36.19158169,0.000444855,61.09054484,0.000491074,0.313636364,169.6618357
SIDA_11D_2021,SIDA_11D,2021,390,SIDA,11D,1,SIDA_11D_1,0.031,0.0098,0.2,IMG175,2.373,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2,0.4,20.3,19.5,0.7,0.138,1.27,1.27,28.57,0.031,0.0161,NA,NA,NA,NA,NA,1.84,1.83,23.1,0.068,0.03,0.097,0.0305,2.328,0.7466,0.468,0.168,Sida.abutifolia,Forb,Malvaceae,Exotic,Either,NA,NA,NA,NA,NA,NA,NA,NA,36.19158169,0.000444855,61.09054484,0.000491074,0.316129032,242.1428571
DICA_915_2021,DICA_915,2021,154,DICA,915,2,DICA_915_2,0.053,0.0194,0.14,IMG013,3.476,8/19/21,0,0,NA,960,85,16,1360,6,0.000985714,59,50.5,32.5,16,1,48.1,8.3,20.5,23,13.8,2.6,2.25,1.56,51.81,0.138,0.0472,NA,NA,NA,NA,NA,0.6,0.65,59.67,0.025,0.0045,0.17,0.056,48.408,13.9032,8.325,2.6045,Digitaria.californica,Grass,Poaceae,Native,Perennial,NA,31.81578297,-111.511744,1082.898438,3,44,2.019814992,8,147.670394,0.000319631,18.30652672,0.000245814,0.366037736,179.1752577
DICA_915_2021,DICA_915,2021,155,DICA,915,1,DICA_915_1,0.117,0.0366,0.18,IMG014,7.443,8/19/21,0,0,NA,960,85,16,1360,6,0.000985714,59,50.5,32.5,16,1,48.1,8.3,20.5,23,13.8,2.6,2.25,1.56,51.81,0.138,0.0472,NA,NA,NA,NA,NA,0.6,0.65,59.67,0.025,0.0045,0.17,0.056,48.408,13.9032,8.325,2.6045,Digitaria.californica,Grass,Poaceae,Native,Perennial,NA,31.81578297,-111.511744,1082.898438,3,44,2.019814992,8,147.670394,0.000319631,18.30652672,0.000245814,0.312820513,203.3606557
BOCO_G73_2020,BOCO_G73,2020,609,BOCO,G73,1,BOCO.G73.1,0.087,0.025,0.29,2020_09_29/IMG_0013,2.574,9/22/20,36,2,NA,18.5,16,5,270,5,0.0008125,17,49.7,34.2,5,2,4.18,38.02,21,45,1.37,19.7,1.99,1.73,12.19,0.034,0.01,NA,NA,NA,NA,NA,6.16,5.52,29.97,0.879,0.43,0.156,0.041,4.37,1.421,38.899,20.13,Boerhavia.coccinea,Forb,Nyctaginaceae,Native,Perennial,NA,31.81577501,-111.511837,1086.327881,3,12,1.609437912,5,33.1222229,0.000301912,802.7906738,0.000535632,0.287356322,102.96
BOCO_G73_2020,BOCO_G73,2020,610,BOCO,G73,2,BOCO.G73.2,0.069,0.016,0.31,2020_09_29/IMG_0014,1.687,9/22/20,36,2,NA,18.5,16,5,270,5,0.0008125,17,49.7,34.2,5,2,4.18,38.02,21,45,1.37,19.7,1.99,1.73,12.19,0.034,0.01,NA,NA,NA,NA,NA,6.16,5.52,29.97,0.879,0.43,0.156,0.041,4.37,1.421,38.899,20.13,Boerhavia.coccinea,Forb,Nyctaginaceae,Native,Perennial,NA,31.81577501,-111.511837,1086.327881,3,12,1.609437912,5,33.1222229,0.000301912,802.7906738,0.000535632,0.231884058,105.4375
HETERO_1968_2020,HETERO_1968,2020,723,HETERO,1968,1,HETERO.1968.1,0.043,0.033,0.2,2020_10_05/IMG_0017,3.411,9/18/20,0,0,NA,NA,0,0,0,2,NA,25,38.8,32.9,0,2,16.36,18.57,21,15,7.06,9.19,1.43,1.72,20.25,0.038,0.012,NA,NA,NA,NA,NA,0.57,0.53,33.29,0.012,0.005,0.098,0.072,16.496,7.144,18.582,9.195,Heteropogon.contortus,Grass,Poaceae,Native,Perennial,NA,31.81931804,-111.510751,1074.126831,9,18,1.386294361,4,39.45263596,0.000304162,7.90913622,0.00063218,0.76744186,103.3636364
HETERO_1968_2020,HETERO_1968,2020,724,HETERO,1968,2,HETERO.1968.2,0.055,0.039,0.16,2020_10_05/IMG_0018,5.419,9/18/20,0,0,NA,NA,0,0,0,2,NA,25,38.8,32.9,0,2,16.36,18.57,21,15,7.06,9.19,1.43,1.72,20.25,0.038,0.012,NA,NA,NA,NA,NA,0.57,0.53,33.29,0.012,0.005,0.098,0.072,16.496,7.144,18.582,9.195,Heteropogon.contortus,Grass,Poaceae,Native,Perennial,NA,31.81931804,-111.510751,1074.126831,9,18,1.386294361,4,39.45263596,0.000304162,7.90913622,0.00063218,0.709090909,138.9487179
CURLY_72_2021,CURLY_72,2021,115,CURLY,72,1,CURLY_72_1,0.01,0.0054,0.15,IMG002,0.732,8/19/21,0,0,NA,435,53,6,318,6,NA,27,39.5,29,6,0,12.5,56.7,21,19,3.9,24.7,0.8,0.93,62.32,0.033,0.0142,NA,NA,NA,NA,NA,0.42,0.61,45.51,0.016,0.0108,0.051,0.0283,12.584,3.9425,56.716,24.7108,Bouteloua.chondrosioides,Grass,Poaceae,Native,Perennial,NA,31.81561701,-111.51087,1079.902588,7,41,2.338371705,11,36.62263098,0.000387738,9.480061941,0.001139233,0.54,135.5555556
CURLY_72_2021,CURLY_72,2021,114,CURLY,72,2,CURLY_72_2,0.041,0.0229,0.19,IMG001,3.163,8/19/21,0,0,NA,435,53,6,318,6,NA,27,39.5,29,6,0,12.5,56.7,21,19,3.9,24.7,0.8,0.93,62.32,0.033,0.0142,NA,NA,NA,NA,NA,0.42,0.61,45.51,0.016,0.0108,0.051,0.0283,12.584,3.9425,56.716,24.7108,Bouteloua.chondrosioides,Grass,Poaceae,Native,Perennial,NA,31.81561701,-111.51087,1079.902588,7,41,2.338371705,11,36.62263098,0.000387738,9.480061941,0.001139233,0.558536585,138.1222707
SAIB_4B_2021,SAIB_4B,2021,376,SAIB,4B,1,SAIB_4B_1,0.004,0.003,0.36,IMG225,0.085,9/7/21,0,0,3,868,124,59,7316,5,0.001125,86.8,79,70,5,1,112.3,4.6,21,15,70.2,1.9,4.55,3.81,39.59,0.388,0.2645,NA,NA,NA,NA,NA,10.01,8.2,24.99,1.375,0.8737,0.006,0.0048,112.694,70.4693,5.975,2.7737,Salsola.iberica,Forb,Amaranthaceae,Exotic,Annual,NA,31.81821297,-111.512071,1072.85498,8,15,1.791759469,6,543.2852905,0.000486853,1627.106716,0.000536965,0.75,28.33333333
SAIB_4B_2021,SAIB_4B,2021,375,SAIB,4B,2,SAIB_4B_2,0.002,0.0018,0.41,IMG226,0.086,9/7/21,0,0,3,868,124,59,7316,5,0.001125,86.8,79,70,5,1,112.3,4.6,21,15,70.2,1.9,4.55,3.81,39.59,0.388,0.2645,NA,NA,NA,NA,NA,10.01,8.2,24.99,1.375,0.8737,0.006,0.0048,112.694,70.4693,5.975,2.7737,Salsola.iberica,Forb,Amaranthaceae,Exotic,Annual,NA,31.81821297,-111.512071,1072.85498,8,15,1.791759469,6,543.2852905,0.000486853,1627.106716,0.000536965,0.9,47.77777778
BOCU_916_2021,BOCU_916,2021,95,BOCU,916,2,BOCU_916_2,0.034,0.0226,0.12,IMG202,2.317,9/10/21,0,0,NA,905,150,71,10650,6,NA,66,158,124,71,1,127.9,33.7,21.5,30,88.9,21,1.48,1.45,47.45,0.073,0.0434,NA,NA,NA,NA,NA,0.58,0.57,42.31,0.016,0.0089,0.06,0.0386,128.033,88.982,33.716,21.0089,Bouteloua.curtipendula,Grass,Poaceae,Native,Perennial,NA,31.815356,-111.511828,1086.015259,3,16,1.791759469,6,79.98367367,0.000542611,10.98673365,0.000810068,0.664705882,102.5221239
BOCU_916_2021,BOCU_916,2021,96,BOCU,916,1,BOCU_916_1,0.026,0.016,0.12,IMG201,2.153,9/10/21,0,0,NA,905,150,71,10650,6,NA,66,158,124,71,1,127.9,33.7,21.5,30,88.9,21,1.48,1.45,47.45,0.073,0.0434,NA,NA,NA,NA,NA,0.58,0.57,42.31,0.016,0.0089,0.06,0.0386,128.033,88.982,33.716,21.0089,Bouteloua.curtipendula,Grass,Poaceae,Native,Perennial,NA,31.815356,-111.511828,1086.015259,3,16,1.791759469,6,79.98367367,0.000542611,10.98673365,0.000810068,0.615384615,134.5625
SIDA_12B_2021,SIDA_12B,2021,392,SIDA,12B,2,SIDA_12B_2,0.037,0.0151,0.25,IMG172,2.081,9/7/21,6,0,0,350,4,39,390, 5/6,NA,37,16,13,1,1,0.9,0.3,22.5,17.5,0.3,0.1,1.6,1.63,15.25,0.034,0.0196,NA,NA,NA,NA,NA,1.1,1.09,22.52,0.02,0.0096,0.061,0.0246,0.995,0.3442,0.32,0.1096,Sida.abutifolia,Forb,Malvaceae,Exotic,Either,NA,31.81544602,-111.510133,1063.029297,4,45,2.397895273,11,31.23955065,0.00062741,21.20735498,0.000452673,0.408108108,137.8145695
SIDA_12B_2021,SIDA_12B,2021,391,SIDA,12B,1,SIDA_12B_1,0.024,0.0095,0.26,IMG171,1.434,9/7/21,6,0,0,350,4,39,390, 5/6,NA,37,16,13,1,1,0.9,0.3,22.5,17.5,0.3,0.1,1.6,1.63,15.25,0.034,0.0196,NA,NA,NA,NA,NA,1.1,1.09,22.52,0.02,0.0096,0.061,0.0246,0.995,0.3442,0.32,0.1096,Sida.abutifolia,Forb,Malvaceae,Exotic,Either,NA,31.81544602,-111.510133,1063.029297,4,45,2.397895273,11,31.23955065,0.00062741,21.20735498,0.000452673,0.395833333,150.9473684
AMCO_12A_2021,AMCO_12A,2021,5,AMCO,12A,1,AMCO_12A_1,0.091,0.0445,0.21,IMG299,2.854,9/21/20201,0,0,2,705,37,37,1369, 5/6,0.000957143,67,33,15,2,1,10.8,3.2,22.5,33,5.6,1.5,2.55,2.3,27.81,0.133,0.0702,NA,NA,NA,NA,NA,2.33,2.4,20.68,0.1,0.0459,0.152,0.0727,11.085,5.7429,3.3,1.5459,Ambrosia.confertiflora,Forb,Asteraceae,Native,Perennial,NA,31.817226,-111.510512,1067.077271,2,41,1.945910149,7,128.444158,0.000546541,90.84535073,0.000505254,0.489010989,64.13483146
AMCO_12A_2021,AMCO_12A,2021,6,AMCO,12A,2,AMCO_12A_2,0.061,0.0282,0.25,IMG300,2.308,9/21/20201,0,0,2,705,37,37,1369, 5/6,0.000957143,67,33,15,2,1,10.8,3.2,22.5,33,5.6,1.5,2.55,2.3,27.81,0.133,0.0702,NA,NA,NA,NA,NA,2.33,2.4,20.68,0.1,0.0459,0.152,0.0727,11.085,5.7429,3.3,1.5459,Ambrosia.confertiflora,Forb,Asteraceae,Native,Perennial,NA,31.817226,-111.510512,1067.077271,2,41,1.945910149,7,128.444158,0.000546541,90.84535073,0.000505254,0.462295082,81.84397163
BOCO_875_2020,BOCO_875,2020,597,BOCO,875,1,BOCO.875.1,0.078,0.036,0.25,2020_09_29/IMG_0001,2.572,9/23/20,36,13,NA,23,27,3,228,5,0.000434783,12.3,84.6,68.8,3,1,18.69,10.9,23,35.5,6.76,5.8,2.31,2.32,21.25,0.093,0.031,NA,NA,NA,NA,NA,2.87,3.25,49.85,0.474,0.268,0.27,0.096,19.053,6.887,11.374,6.068,Boerhavia.coccinea,Forb,Nyctaginaceae,Native,Perennial,NA,31.81549396,-111.510734,1082.319214,7,18,1.609437912,5,89.44391628,0.000346586,366.604589,0.000731033,0.461538462,71.44444444
BOCO_875_2020,BOCO_875,2020,598,BOCO,875,2,BOCO.875.2,0.192,0.06,0.27,2020_09_29/IMG_0002,5.622,9/23/20,36,13,NA,23,27,3,228,5,0.000434783,12.3,84.6,68.8,3,1,18.69,10.9,23,35.5,6.76,5.8,2.31,2.32,21.25,0.093,0.031,NA,NA,NA,NA,NA,2.87,3.25,49.85,0.474,0.268,0.27,0.096,19.053,6.887,11.374,6.068,Boerhavia.coccinea,Forb,Nyctaginaceae,Native,Perennial,NA,31.81549396,-111.510734,1082.319214,7,18,1.609437912,5,89.44391628,0.000346586,366.604589,0.000731033,0.3125,93.7
HETERO_14A_2021,HETERO_14A,2021,231,HETERO,14A,1,HETERO_14A_1,0.088,0.0432,0.13,IMG315,6.667,9/23/21,0,0,0,920,13,34,442, 6/7,0.005185714,83,54,45,34,1,34,11.6,23,26,20.2,6.1,2.27,1.55,40.73,0.089,0.0581,NA,NA,NA,NA,NA,0.52,0.51,35.29,0.007,0.006,0.213,0.1092,34.302,20.3673,11.607,6.106,Heteropogon.contortus,Grass,Poaceae,Native,Perennial,NA,31.81586,-111.511701,1087.963013,3,39,2.397895273,11,116.7000457,0.000497858,7.351162072,0.000816197,0.490909091,154.3287037
HETERO_14A_2021,HETERO_14A,2021,230,HETERO,14A,2,HETERO_14A_2,0.125,0.066,0.17,IMG316,11.269,9/23/21,0,0,0,920,13,34,442, 6/7,0.005185714,83,54,45,34,1,34,11.6,23,26,20.2,6.1,2.27,1.55,40.73,0.089,0.0581,NA,NA,NA,NA,NA,0.52,0.51,35.29,0.007,0.006,0.213,0.1092,34.302,20.3673,11.607,6.106,Heteropogon.contortus,Grass,Poaceae,Native,Perennial,NA,31.81586,-111.511701,1087.963013,3,39,2.397895273,11,116.7000457,0.000497858,7.351162072,0.000816197,0.528,170.7424242
BOCU_74_2020,BOCU_74,2020,698,BOCU,74,2,BOCU.74.2,0.053,0.03,0.21,2020_10_04/IMG_0046,2.621,9/27/20,0,0,NA,69.8,0,5,0,6,NA,51.3,66,54.4,5,3,117.84,97.05,23.2,29.3,64.37,53.75,1.18,1.01,55.72,0.053,0.035,NA,NA,NA,NA,NA,0.63,0.59,28.63,0.007,0.006,0.13,0.071,118.023,64.476,97.057,53.756,Bouteloua.curtipendula,Grass,Poaceae,Native,Perennial,NA,31.81948601,-111.511406,1076.128296,5,15,1.609437912,5,52.47219447,0.00066702,8.367021778,0.000717101,0.566037736,87.36666667
BOCU_74_2020,BOCU_74,2020,697,BOCU,74,1,BOCU.74.1,0.077,0.041,0.18,2020_10_04/IMG_0045,4.057,9/27/20,0,0,NA,69.8,0,5,0,6,NA,51.3,66,54.4,5,3,117.84,97.05,23.2,29.3,64.37,53.75,1.18,1.01,55.72,0.053,0.035,NA,NA,NA,NA,NA,0.63,0.59,28.63,0.007,0.006,0.13,0.071,118.023,64.476,97.057,53.756,Bouteloua.curtipendula,Grass,Poaceae,Native,Perennial,NA,31.81948601,-111.511406,1076.128296,5,15,1.609437912,5,52.47219447,0.00066702,8.367021778,0.000717101,0.532467532,98.95121951
CURLY_995_2020,CURLY_995,2020,583,CURLY,995,1,CURLY.995.1,0.014,0.0073,0.16,2020_09_22/IMG_0015,0.605,9/15/20,0,0,NA,NA,0,0,0,2,NA,9.5,23.7,14.4,0,1,4.13,35.58,23.3,9.5,1.68,15.04,0.91,1.03,12.86,0.019,0.005,NA,NA,NA,NA,NA,0.46,0.45,35.5,0.008,0.005,0.02,0.0098,4.169,1.6948,35.588,15.045,Bouteloua.chondrosioides,Grass,Poaceae,Native,Perennial,NA,31.81565104,-111.510916,1080.749878,7,15,1.098612289,3,9.503297357,0.000526133,5.772195445,0.000866222,0.521428571,82.87671233
CURLY_995_2020,CURLY_995,2020,584,CURLY,995,2,CURLY.995.2,0.006,0.0025,0.15,2020_09_22/IMG_0016,0.336,9/15/20,0,0,NA,NA,0,0,0,2,NA,9.5,23.7,14.4,0,1,4.13,35.58,23.3,9.5,1.68,15.04,0.91,1.03,12.86,0.019,0.005,NA,NA,NA,NA,NA,0.46,0.45,35.5,0.008,0.005,0.02,0.0098,4.169,1.6948,35.588,15.045,Bouteloua.chondrosioides,Grass,Poaceae,Native,Perennial,NA,31.81565104,-111.510916,1080.749878,7,15,1.098612289,3,9.503297357,0.000526133,5.772195445,0.000866222,0.416666667,134.4
BOCO_13B_2021,BOCO_13B,2021,38,BOCO,13B,1,BOCO_13B_1,0.309,0.0713,0.36,IMG155,9.065,9/7/21,0,12,1.5,220,83,12,1140,5,0.000496,19,142,72,4,2,46.4,14.9,23.5,39.5,21,7.3,2.92,3.03,58.32,0.42,0.1961,NA,NA,NA,NA,NA,4.88,6.57,22.01,0.591,0.3153,0.439,0.0984,47.259,21.2945,15.491,7.6153,Boerhavia.coccinea,Forb,Nyctaginaceae,Native,Perennial,NA,31.81702198,-111.510651,1072.435791,2,NA,NA,NA,405.3977526,0.000483722,566.5795641,0.000556497,0.230744337,127.1388499
BOCO_13B_2021,BOCO_13B,2021,37,BOCO,13B,2,BOCO_13B_2,0.13,0.0271,0.32,IMG156,3.86,9/7/21,0,12,1.5,220,83,12,1140,5,0.000496,19,142,72,4,2,46.4,14.9,23.5,39.5,21,7.3,2.92,3.03,58.32,0.42,0.1961,NA,NA,NA,NA,NA,4.88,6.57,22.01,0.591,0.3153,0.439,0.0984,47.259,21.2945,15.491,7.6153,Boerhavia.coccinea,Forb,Nyctaginaceae,Native,Perennial,NA,31.81702198,-111.510651,1072.435791,2,NA,NA,NA,405.3977526,0.000483722,566.5795641,0.000556497,0.208461538,142.4354244
HETERO_52_2021,HETERO_52,2021,245,HETERO,52,2,HETERO_52_2,0.034,0.0169,0.11,IMG306,3.113,9/22/21,0,0,0,790,6,12,72, 6/7,0.0013,72,55,36.5,12,1,27.8,4.5,23.5,15.2,16.6,2.4,2.16,1.47,47.52,0.101,0.0554,NA,NA,NA,NA,NA,0.65,0.62,45.21,0.02,0.0117,0.08,0.0392,27.981,16.6946,4.52,2.4117,Heteropogon.contortus,Grass,Poaceae,Native,Perennial,NA,31.81536002,-111.51024,1083.384521,4,44,2.197224577,9,122.9474631,0.000450599,14.31765321,0.000817173,0.497058824,184.2011834
HETERO_52_2021,HETERO_52,2021,244,HETERO,52,1,HETERO_52_1,0.046,0.0223,0.09,IMG305,4.429,9/22/21,0,0,0,790,6,12,72, 6/7,0.0013,72,55,36.5,12,1,27.8,4.5,23.5,15.2,16.6,2.4,2.16,1.47,47.52,0.101,0.0554,NA,NA,NA,NA,NA,0.65,0.62,45.21,0.02,0.0117,0.08,0.0392,27.981,16.6946,4.52,2.4117,Heteropogon.contortus,Grass,Poaceae,Native,Perennial,NA,31.81536002,-111.51024,1083.384521,4,44,2.197224577,9,122.9474631,0.000450599,14.31765321,0.000817173,0.484782609,198.6098655
BOCU_G66_2020,BOCU_G66,2020,774,BOCU,G66,2,BOCU.G66.2,0.079,0.033,0.31,2020_10_07/IMG_0004,3.346,9/27/20,0,18,NA,57.7,0,3,54,6,NA,55.5,44.5,35.9,3,3,62.08,143.2,24.1,27.3,38.76,59.85,1.03,1,29,0.04,0.026,NA,NA,NA,NA,NA,0.67,0.63,35.2,0.015,0.009,0.169,0.072,62.289,38.858,143.215,59.859,Bouteloua.curtipendula,Grass,Poaceae,Native,Perennial,NA,31.81586604,-111.511726,1085.598755,3,7,1.386294361,4,23.46496786,0.001108035,11.68044149,0.000770519,0.417721519,101.3939394
BOCU_G66_2020,BOCU_G66,2020,773,BOCU,G66,1,BOCU.G66.1,0.09,0.039,0.22,2020_10_07/IMG_0003,4.494,9/27/20,0,18,NA,57.7,0,3,54,6,NA,55.5,44.5,35.9,3,3,62.08,143.2,24.1,27.3,38.76,59.85,1.03,1,29,0.04,0.026,NA,NA,NA,NA,NA,0.67,0.63,35.2,0.015,0.009,0.169,0.072,62.289,38.858,143.215,59.859,Bouteloua.curtipendula,Grass,Poaceae,Native,Perennial,NA,31.81586604,-111.511726,1085.598755,3,7,1.386294361,4,23.46496786,0.001108035,11.68044149,0.000770519,0.433333333,115.2307692
HETERO_62_2020,HETERO_62,2020,725,HETERO,62,1,HETERO.62.1,0.034,0.014,0.23,2020_10_05/IMG_0019,2.161,9/18/20,0,2,NA,45,0,7,14,6,NA,39.8,50.4,33,7,2,11.74,14.71,24.2,16.6,6.62,6.53,2.07,1.69,28.13,0.085,0.036,NA,NA,NA,NA,NA,0.6,0.65,26.8,0.007,0.005,0.183,0.064,12.008,6.72,14.717,6.535,Heteropogon.contortus,Grass,Poaceae,Native,Perennial,NA,31.81954896,-111.511297,1077.012817,5,12,1.098612289,3,78.08638399,0.000461028,8.222137023,0.000608114,0.411764706,154.3571429
HETERO_62_2020,HETERO_62,2020,726,HETERO,62,2,HETERO.62.2,0.149,0.05,0.22,2020_10_05/IMG_0020,7.939,9/18/20,0,2,NA,45,0,7,14,6,NA,39.8,50.4,33,7,2,11.74,14.71,24.2,16.6,6.62,6.53,2.07,1.69,28.13,0.085,0.036,NA,NA,NA,NA,NA,0.6,0.65,26.8,0.007,0.005,0.183,0.064,12.008,6.72,14.717,6.535,Heteropogon.contortus,Grass,Poaceae,Native,Perennial,NA,31.81954896,-111.511297,1077.012817,5,12,1.098612289,3,78.08638399,0.000461028,8.222137023,0.000608114,0.33557047,158.78
SIDA_918_2021,SIDA_918,2021,417,SIDA,918,2,SIDA_918_2,0.055,0.0181,0.19,IMG054,2.545,8/24/21,11,0,0,310,0,1,11,3,NA,33,20.8,12.2,3,1,3,0.5,24.2,19.2,0.8,0.139,1.4,1.36,24.96,0.036,0.0145,NA,NA,NA,NA,NA,1.73,1.57,37.45,0.106,0.0373,0.109,0.0378,3.145,0.8523,0.606,0.1763,Sida.abutifolia,Forb,Malvaceae,Exotic,Either,NA,31.81535097,-111.511842,1085.26355,3,57,2.751666617,12,37.33297807,0.000388397,80.07733142,0.0004658,0.329090909,140.6077348
SIDA_918_2021,SIDA_918,2021,416,SIDA,918,1,SIDA_918_1,0.054,0.0197,0.16,IMG053,3.514,8/24/21,11,0,0,310,0,1,11,3,NA,33,20.8,12.2,3,1,3,0.5,24.2,19.2,0.8,0.139,1.4,1.36,24.96,0.036,0.0145,NA,NA,NA,NA,NA,1.73,1.57,37.45,0.106,0.0373,0.109,0.0378,3.145,0.8523,0.606,0.1763,Sida.abutifolia,Forb,Malvaceae,Exotic,Either,NA,31.81535097,-111.511842,1085.26355,3,57,2.751666617,12,37.33297807,0.000388397,80.07733142,0.0004658,0.364814815,178.3756345
BOCO_G69_2020,BOCO_G69,2020,660,BOCO,G69,2,BOCO.G69.2,0.065,0.023,0.24,2020_10_04/IMG_0008,2.048,9/22/20,34,5,NA,22.8,5,10,440,5,7.00E-04,16.7,94.5,90.4,10,1,36.72,67.12,24.5,56.5,13.12,34.04,2.07,2.47,17.6,0.094,0.033,NA,NA,NA,NA,NA,5.96,5.863,20.44,0.702,0.337,0.117,0.038,36.931,13.191,67.822,34.377,Boerhavia.coccinea,Forb,Nyctaginaceae,Native,Perennial,NA,31.81799102,-111.512327,1075.073975,8,9,1.098612289,3,71.22857625,0.000463297,561.004262,0.000600708,0.353846154,89.04347826
BOCO_G69_2020,BOCO_G69,2020,659,BOCO,G69,1,BOCO.G69.1,0.052,0.015,0.24,2020_10_04/IMG_0007,1.619,9/22/20,34,5,NA,22.8,5,10,440,5,7.00E-04,16.7,94.5,90.4,10,1,36.72,67.12,24.5,56.5,13.12,34.04,2.07,2.47,17.6,0.094,0.033,NA,NA,NA,NA,NA,5.96,5.863,20.44,0.702,0.337,0.117,0.038,36.931,13.191,67.822,34.377,Boerhavia.coccinea,Forb,Nyctaginaceae,Native,Perennial,NA,31.81799102,-111.512327,1075.073975,8,9,1.098612289,3,71.22857625,0.000463297,561.004262,0.000600708,0.288461538,107.9333333
AMCO_14B_2021,AMCO_14B,2021,10,AMCO,14B,1,AMCO_14B_1,0.047,0.018,0.27,IMG313,1.949,9/22/21,0,0,0,550,37,29,1073,3,NA,53.5,18,9.5,2,2,9.2,15.5,24.5,46.5,5.6,10.9,2.82,2.76,42.7,0.234,0.1621,NA,NA,NA,NA,NA,4.85,5.3,32.58,0.728,0.4935,0.106,0.0373,9.54,5.7994,16.228,11.3935,Ambrosia.confertiflora,Forb,Asteraceae,Native,Perennial,NA,31.81562296,-111.510262,1077.573364,4,39,2.197224577,9,261.0514819,0.00062095,659.0419422,0.000748814,0.382978723,108.2777778
AMCO_14B_2021,AMCO_14B,2021,9,AMCO,14B,2,AMCO_14B_2,0.059,0.0193,0.29,IMG314,2.109,9/22/21,0,0,0,550,37,29,1073,3,NA,53.5,18,9.5,2,2,9.2,15.5,24.5,46.5,5.6,10.9,2.82,2.76,42.7,0.234,0.1621,NA,NA,NA,NA,NA,4.85,5.3,32.58,0.728,0.4935,0.106,0.0373,9.54,5.7994,16.228,11.3935,Ambrosia.confertiflora,Forb,Asteraceae,Native,Perennial,NA,31.81562296,-111.510262,1077.573364,4,39,2.197224577,9,261.0514819,0.00062095,659.0419422,0.000748814,0.327118644,109.2746114
SIDA_11C_2021,SIDA_11C,2021,388,SIDA,11C,2,SIDA_11C_2,0.064,0.0184,0.26,IMG177,2.033,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6,0.4,24.5,13,0.5,0.144,1.21,1.1,24.3,0.022,0.0111,NA,NA,NA,NA,NA,1.88,1.76,18.72,0.052,0.0206,0.088,0.0257,1.71,0.5368,0.452,0.1646,Sida.abutifolia,Forb,Malvaceae,Exotic,Either,NA,NA,NA,NA,NA,57,2.48490665,12,25.46010107,0.000435976,48.70106985,0.000422989,0.2875,110.4891304
